"","sel","","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop"
"209","on (i)","","The Glass","Foo Fighters","alternative metal","2023","2023‑06‑22","146","74","41","-4","14","23","230","0","3","73"
"210","on (i)","","Lasting Lover","Sigala","dance pop","2020","2023‑06‑22","126","79","68","-5","9","48","218","20","5","72"
"211","on (i)","","Whoopty","CJ","nyc rap","2021","2023‑06‑22","140","65","72","-8","13","66","123","20","13","72"
"212","on (i)","","POPSTAR (feat. Drake)","DJ Khaled","hip hop","2021","2023‑06‑22","163","56","80","-5","14","47","200","6","24","72"
"213","on (i)","","In Da Getto","J Balvin","reggaeton","2021","2023‑06‑22","127","72","92","-3","11","64","131","2","5","72"
"214","on (i)","","Seventeen Going Under","Sam Fender","modern rock","2021","2023‑06‑22","162","87","48","-5","8","58","298","0","4","72"
"215","on (i)","","Far","SZA","pop","2022","2023‑06‑22","116","55","61","-7","16","48","181","67","8","72"
"216","on (i)","","New Gold (feat. Tame Impala and Bootie Brown)","Gorillaz","alternative hip hop","2022","2023‑06‑22","108","92","70","-4","12","55","215","4","5","72"
"217","on (i)","","Hace Calor - Remix","Kaleb Di Masi","cumbia 420","2022","2023‑06‑22","130","62","89","-5","11","44","247","37","6","72"
"218","on (i)","","Sweetest Pie","Megan Thee Stallion","houston rap","2022","2023‑06‑22","124","63","81","-7","10","69","201","17","21","72"
"219","on (i)","","Ferrari - Remix","James Hype","deep groove house","2022","2023‑06‑22","125","73","82","-6","9","60","172","10","7","72"
"220","on (i)","","PIOVE (feat. Sfera Ebbasta)","Lazza","italian hip hop","2022","2023‑06‑22","188","63","38","-5","8","46","156","23","11","72"
"221","on (i)","","WORTHLESS","d4vd","bedroom pop","2023","2023‑06‑22","125","75","64","-6","12","16","163","6","5","72"
"222","on (i)","","Dancing In The Courthouse","Dominic Fike","alternative pop rock","2023","2023‑06‑22","76","74","62","-4","23","69","158","19","6","72"
"223","on (i)","","Violet","Connor Price","zambian hip hop","2023","2023‑06‑22","120","72","92","-7","13","48","123","2","5","72"
"224","on (i)","","Under You","Foo Fighters","alternative metal","2023","2023‑06‑22","150","98","26","-3","15","31","219","0","9","72"
"225","on (i)","","P*$$Y Fairy (OTW)","Jhené Aiko","r&b","2020","2023‑06‑22","128","52","57","-7","10","35","182","54","21","71"
"226","on (i)","","Miss Summer","ODIE","canadian contemporary r&b","2020","2023‑06‑22","134","53","59","-10","9","13","162","60","3","71"
"227","on (i)","","Know Your Worth","Khalid","pop","2020","2023‑06‑22","103","69","79","-8","28","51","181","14","7","71"
"228","on (i)","","parents","YUNGBLUD","british indie rock","2020","2023‑06‑22","82","82","61","-5","29","59","172","1","5","71"
"229","on (i)","","drunk face","Machine Gun Kelly","ohio hip hop","2020","2023‑06‑22","90","77","69","-5","50","34","144","3","4","71"
"230","on (i)","","GREECE (feat. Drake)","DJ Khaled","hip hop","2021","2023‑06‑22","86","34","69","-11","13","22","219","8","5","71"
"231","on (i)","","Follow You","Imagine Dragons","modern rock","2021","2023‑06‑22","125","73","54","-6","50","49","176","0","5","71"
"232","on (i)","","So Called Life","Three Days Grace","alternative metal","2021","2023‑06‑22","160","91","51","-4","9","46","207","0","6","71"
"233","on (i)","","Dick (feat. Doja Cat)","StarBoi3","slowed and reverb","2021","2023‑06‑22","126","61","65","-7","6","47","175","13","42","71"
"234","on (i)","","Forgiveless (feat. Ol' Dirty Bastard)","SZA","pop","2022","2023‑06‑22","80","77","67","-5","9","47","142","37","22","71"
"235","on (i)","","Miracle Maker","Dom Dolla","australian house","2022","2023‑06‑22","128","94","61","-6","15","24","189","0","6","71"
"236","on (i)","","Savage","Tiësto","big room","2022","2023‑06‑22","128","70","69","-6","7","26","168","19","5","71"
"237","on (i)","","La Danza","John Summit","house","2022","2023‑06‑22","126","88","80","-6","18","36","158","0","4","71"
"238","on (i)","","Through The Echoes","Paolo Nutini","british soul","2022","2023‑06‑22","105","49","73","-8","14","31","221","28","4","71"
"239","on (i)","","Call Me Little Sunshine","Ghost","hard rock","2022","2023‑06‑22","88","87","57","-5","11","41","284","0","3","71"
"240","on (i)","","Jiggle Jiggle","Duke & Jones","uk dance","2022","2023‑06‑22","100","41","86","-6","12","65","97","46","27","71"
"241","on (i)","","Let Me Go","Daniel Caesar","canadian contemporary r&b","2023","2023‑06‑22","153","48","60","-8","11","43","217","72","6","71"
"242","on (i)","","I Wish you Roses","Kali Uchis","colombian pop","2023","2023‑06‑22","142","62","47","-9","14","31","226","14","5","71"
"243","on (i)","","SPIDER WEB","Melanie Martinez","alt z","2023","2023‑06‑22","110","24","66","-11","56","63","184","60","6","71"
"244","on (i)","","LOYAL (feat. Drake)","PARTYNEXTDOOR","r&b","2020","2023‑06‑22","105","53","87","-6","9","20","198","51","5","70"
"245","on (i)","","Muévelo","Nicky Jam","latin hip hop","2020","2023‑06‑22","188","81","59","-2","56","92","195","42","5","70"
"246","on (i)","","MAMACITA","Black Eyed Peas","dance pop","2020","2023‑06‑22","105","64","89","-7","8","43","249","19","5","70"
"247","on (i)","","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow","deep underground hip hop","2020","2023‑06‑22","145","72","90","-5","19","84","227","6","26","70"
"248","on (i)","","The Bigger Picture","Lil Baby","atl hip hop","2020","2023‑06‑22","96","62","59","-6","24","15","253","1","33","70"
"249","on (i)","","Gimme Love","Joji","viral pop","2020","2023‑06‑22","126","63","48","-7","21","7","215","70","10","70"
"250","on (i)","","Howlin' for You","The Black Keys","alternative rock","2020","2023‑06‑22","133","75","73","-6","10","38","192","3","9","70"
"251","on (i)","","Garden Song","Phoebe Bridgers","indie pop","2020","2023‑06‑22","100","27","43","-17","11","17","220","86","15","70"
"252","on (i)","","If You’re Too Shy (Let Me Know)","The 1975","modern alternative rock","2020","2023‑06‑22","126","63","64","-6","9","24","319","2","3","70"
"253","on (i)","","The Dress","Dijon","bedroom soul","2021","2023‑06‑22","88","53","75","-6","19","79","185","27","5","70"
"254","on (i)","","Missing Piece","Vance Joy","folk-pop","2021","2023‑06‑22","102","88","63","-4","11","72","217","2","5","70"
"255","on (i)","","Shakerando","Rhove","italian hip hop","2021","2023‑06‑22","135","81","86","-6","30","47","196","76","19","70"
"256","on (i)","","MI FAI IMPAZZIRE","BLANCO","italian hip hop","2021","2023‑06‑22","170","84","48","-5","14","20","220","0","5","70"
"257","on (i)","","Ski","Young Stoner Life","pop rap","2021","2023‑06‑22","123","62","95","-8","4","88","152","2","22","70"
"258","on (i)","","NUOVO RANGE (con SFERA EBBASTA)","Rkomi","italian hip hop","2021","2023‑06‑22","83","76","68","-5","13","71","177","23","6","70"
"259","on (i)","","Helmet","Steve Lacy","afrofuturism","2022","2023‑06‑22","97","68","61","-7","22","76","202","10","2","70"
"260","on (i)","","Outside","Bryson Tiller","kentucky hip hop","2022","2023‑06‑22","97","51","73","-8","11","78","200","13","6","70"
"261","on (i)","","hate to be lame","Lizzy McAlpine","alt z","2022","2023‑06‑22","137","25","52","-13","8","30","157","87","6","70"
"262","on (i)","","Gasoline","The Weeknd","canadian contemporary r&b","2022","2023‑06‑22","123","74","73","-7","33","31","212","0","5","70"
"263","on (i)","","Wild Child","The Black Keys","alternative rock","2022","2023‑06‑22","107","64","68","-6","4","96","165","2","3","70"
"264","on (i)","","Spillways","Ghost","hard rock","2022","2023‑06‑22","128","87","57","-5","6","80","197","0","3","70"
"265","on (i)","","Toxic Pony","ALTÉGO","dance pop","2022","2023‑06‑22","143","65","78","-10","11","92","198","1","15","70"
"266","on (i)","","I Wanna Ride I Wanna Ride (Sped Up): Vegas","Hiko","sped up","2022","2023‑06‑22","133","43","57","-13","9","40","166","1","11","70"
"267","on (i)","","Mujeriego","Ryan Castro","reggaeton","2022","2023‑06‑22","80","62","76","-8","8","92","143","6","13","70"
"268","on (i)","","Ghosts Again","Depeche Mode","dance rock","2023","2023‑06‑22","115","75","59","-5","16","33","239","0","3","70"
"269","on (i)","","Show Me How","Foo Fighters","alternative metal","2023","2023‑06‑22","105","92","51","-6","12","23","294","0","4","70"
"270","on (i)","","72 Seasons","Metallica","hard rock","2023","2023‑06‑22","168","98","20","-4","6","40","459","0","6","70"
"271","on (i)","","Nobody","Avenged Sevenfold","alternative metal","2023","2023‑06‑22","74","68","35","-8","28","22","354","0","4","70"
"272","on (i)","","Deep End Freestyle","Sleepy Hallow","brooklyn drill","2020","2023‑06‑22","134","48","87","-7","10","78","115","70","45","69"
"273","on (i)","","Long Blue Light","Leif Vollebekk","canadian americana","2020","2023‑06‑22","72","49","55","-9","16","51","200","52","3","69"
"274","on (i)","","Why Are Sundays So Depressing","The Strokes","alternative rock","2020","2023‑06‑22","110","71","58","-4","11","30","276","0","3","69"
"275","on (i)","","Ode To The Mets","The Strokes","alternative rock","2020","2023‑06‑22","92","62","43","-5","10","20","352","34","3","69"
"276","on (i)","","space girl","Frances Forever","bedroom pop","2020","2023‑06‑22","126","40","67","-10","37","20","231","33","3","69"
"277","on (i)","","Diablo","Mac Miller","hip hop","2021","2023‑06‑22","160","62","60","-4","62","46","198","4","31","69"
"278","on (i)","","∞ LOVE (feat. Guè)","Marracash","italian hip hop","2021","2023‑06‑22","125","83","73","-5","9","31","218","11","7","69"
"279","on (i)","","Thot Shit","Megan Thee Stallion","houston rap","2021","2023‑06‑22","130","68","95","-4","17","89","185","2","9","69"
"280","on (i)","","Paro - Speed Up","Nej","r&b francais","2021","2023‑06‑22","107","83","65","-5","40","25","154","23","13","69"
"281","on (i)","","Where I Go (feat. H.E.R.)","NxWorries","alternative r&b","2022","2023‑06‑22","88","40","62","-15","10","77","201","74","21","69"
"282","on (i)","","LOOSE CHANGE","Brent Faiyaz","r&b","2022","2023‑06‑22","85","37","57","-9","15","44","226","75","8","69"
"283","on (i)","","Give You the World","Steve Lacy","afrofuturism","2022","2023‑06‑22","73","37","57","-9","10","41","274","83","3","69"
"284","on (i)","","Flight's Booked","Drake","canadian hip hop","2022","2023‑06‑22","123","41","59","-13","12","20","254","89","5","69"
"285","on (i)","","j's lullaby (darlin' i'd wait for you)","Delaney Bailey","gen z singer-songwriter","2022","2023‑06‑22","76","11","54","-20","8","17","290","50","3","69"
"286","on (i)","","Sleep Deprivation","Chance Peña","","2022","2023‑06‑22","134","41","59","-11","13","30","156","15","6","69"
"287","on (i)","","Black Summer","Red Hot Chili Peppers","alternative rock","2022","2023‑06‑22","106","68","42","-5","11","35","232","3","3","69"
"288","on (i)","","Oysters In My Pocket","Royel Otis","","2022","2023‑06‑22","168","92","60","-5","17","61","162","2","6","69"
"289","on (i)","","Vegas (I Wanna Ride)","Joseline Hernandez","trap queen","2022","2023‑06‑22","78","59","69","-11","11","70","221","16","15","69"
"290","on (i)","","Mountains At Midnight","Royal Blood","brighton indie","2023","2023‑06‑22","136","96","53","-5","30","50","187","0","10","69"
"291","on (i)","","After Midnight (feat. Clairo)","Phoenix","alternative dance","2023","2023‑06‑22","100","82","64","-6","31","67","188","2","3","69"
"292","on (i)","","Tera Hone Laga Hoon","Atif Aslam","classic pakistani pop","2023","2023‑06‑22","120","77","69","-5","13","55","300","55","3","69"
"293","on (i)","","Emergency Contact","Pierce The Veil","pop punk","2023","2023‑06‑22","113","82","54","-4","72","41","240","0","3","69"
"294","on (i)","","Caramelo","Ozuna","puerto rican pop","2020","2023‑06‑22","168","81","73","-4","15","70","218","5","6","68"
"295","on (i)","","Turks (with Gunna & ft. Travis Scott)","NAV","canadian hip hop","2020","2023‑06‑22","119","62","89","-4","56","38","161","8","13","68"
"296","on (i)","","Outlaws & Outsiders","Cory Marks","contemporary country","2020","2023‑06‑22","176","87","50","-4","13","63","197","6","4","68"
"297","on (i)","","Breathe Deeper","Tame Impala","australian psych","2020","2023‑06‑22","105","85","66","-5","17","50","373","2","3","68"
"298","on (i)","","Tangerine","Glass Animals","gauze pop","2020","2023‑06‑22","150","58","85","-6","10","84","201","11","8","68"
"299","on (i)","","Seven Nation Army","Gaullin","lithuanian edm","2021","2023‑06‑22","123","89","82","-3","11","22","174","4","11","68"
"300","on (i)","","help herself","bbno$","canadian hip hop","2021","2023‑06‑22","168","85","61","-8","11","48","189","62","4","68"
"301","on (i)","","Wrecked","Imagine Dragons","modern rock","2021","2023‑06‑22","94","56","63","-6","11","23","244","15","3","68"
"302","on (i)","","Believe Me","Navos","uk dance","2021","2023‑06‑22","125","88","63","-6","29","65","188","13","4","68"
"303","on (i)","","Invincible (feat. Daniel Caesar)","Omar Apollo","bedroom pop","2022","2023‑06‑22","135","47","56","-12","16","26","216","22","7","68"
"304","on (i)","","Sigue","J Balvin","reggaeton","2022","2023‑06‑22","88","64","89","-4","19","59","159","5","7","68"
"305","on (i)","","Clarity","Vance Joy","folk-pop","2022","2023‑06‑22","125","87","55","-6","10","62","227","0","5","68"
"306","on (i)","","Tripping Over Air","Aidan Bissett","gen z singer-songwriter","2022","2023‑06‑22","117","80","62","-5","27","60","182","0","3","68"
"307","on (i)","","Let Me Go","Daniel Caesar","canadian contemporary r&b","2023","2023‑06‑22","153","48","60","-8","11","48","217","69","6","68"
"308","on (i)","","Hardlife","Summer Walker","r&b","2023","2023‑06‑22","140","53","63","-8","23","26","193","20","26","68"
"309","on (i)","","Drop","Connor Price","","2023","2023‑06‑22","124","62","92","-5","8","43","129","0","8","68"
"310","on (i)","","The Teacher","Foo Fighters","alternative metal","2023","2023‑06‑22","149","91","20","-6","55","14","604","0","9","68"
"311","on (i)","","Sacred The Thread","Greta Van Fleet","modern blues rock","2023","2023‑06‑22","136","80","32","-3","9","39","322","0","4","68"
"312","on (i)","","Lux Æterna","Metallica","hard rock","2023","2023‑06‑22","131","100","40","-3","12","23","202","0","7","68"
"313","on (i)","","Physical","Dua Lipa","dance pop","2020","2023‑06‑22","147","84","65","-4","10","75","194","1","5","67"
"314","on (i)","","Eenie Meenie","Sean Kingston","dance pop","2020","2023‑06‑22","121","64","73","-3","10","84","202","3","3","67"
"315","on (i)","","Lonely","Joel Corry","dance pop","2020","2023‑06‑22","124","92","70","-4","16","72","191","9","4","67"
"316","on (i)","","Shampoo Bottles","Peach Pit","pov: indie","2020","2023‑06‑22","107","44","65","-10","9","33","224","2","3","67"
"317","on (i)","","IN THE AIR","DESTIN CONRAD","alternative r&b","2021","2023‑06‑22","115","39","79","-6","11","26","137","4","5","67"
"318","on (i)","","Shit","Bo Burnham","comic","2021","2023‑06‑22","120","69","94","-5","10","94","78","6","13","67"
"319","on (i)","","People of The Pride","Coldplay","permanent wave","2021","2023‑06‑22","136","61","43","-7","31","9","217","1","3","67"
"320","on (i)","","The Outside","Twenty One Pilots","modern rock","2021","2023‑06‑22","101","62","79","-7","5","71","217","5","4","67"
"321","on (i)","","Seventeen Going Under","Sam Fender","modern rock","2021","2023‑06‑22","162","87","48","-5","8","61","302","0","4","67"
"322","on (i)","","Getting Started","Sam Fender","modern rock","2021","2023‑06‑22","161","91","47","-4","21","54","189","2","8","67"
"323","on (i)","","SCOOP (feat. Doja Cat)","Lil Nas X","lgbtq+ hip hop","2021","2023‑06‑22","164","53","84","-8","12","58","174","4","15","67"
"324","on (i)","","loving u is harder","SEB","","2022","2023‑06‑22","80","81","70","-7","18","74","147","61","5","67"
